,Track No.,avg_len,len_slope,avg_area,area_slope,avg_chirality,chirality_slope,avg_decay_index,decay_index_slope,avg_barbs,barb_slope,avg_tilt,tilt_slope,avg_xcen,avg_ycen,avg_L_to_W,L_to_W_slope,solar_region,active_region
30,1229.0,6.38598021444,-0.81497298796,6.45822320126,-0.0611882700117,-1.11111111111,-0.651140248865,0.559142111111,7.19613950005,1.33333333333,4.08852720796,0.669306444444,-0.409866875042,521.906504561,328.415893444,2.08134753461,-1.90399468868,0.0,1.0
31,1230.0,7.05568616667,-5.98161555235,6.2964115005,-0.00811535706707,0.0,0.0,0.288874666667,29.9919993981,2.33333333333,7.67830982165,-31.2326333333,-4.20846104422,135.847403067,-395.878997667,1.2709561939,-7.73190319528,0.0,1.0
32,1276.0,5.09443943333,-47.5032119486,4.10035787061,-0.477502980499,3.33333333333,2.16469215209,0.4079771,43.8832146127,0.333333333333,2.16469215209,73.2047,-1.41113738972,-541.193003333,-198.631998667,0.543443682072,2.6413230543,0.0,1.0
33,1319.0,8.43919963692,8.5120633767,7.39910704742,0.182021360755,0.769230769231,1.65002087753,0.337449230769,1.33848983364,1.30769230769,2.12346724224,57.5195923077,-0.416013960524,88.7424825785,-451.053462154,0.772085331123,0.876283574408,0.0,1.0
34,1367.0,5.35751798333,-1.88496454629,5.61439087218,0.0497461102008,0.0,0.0,1.104511,50.0287303546,0.666666666667,3.3964545739,-11.5713666667,-2.71196044616,97.108332,254.786336,0.873311883369,1.63287343738,0.0,0.0
35,1368.0,6.2424693125,-20.257192998,4.06682246781,-0.109125044218,0.0,0.0,0.41039675,3.61628277582,1.25,-0.994356241551,15.999105,1.28099247101,-259.42126075,273.97175225,0.897098470032,3.77471856685,0.0,1.0
36,1405.0,13.058978325,2.77080145733,40.3526554187,1.5787200175,-2.5,-2.01841925554,1.0881445,-47.8398830716,4.5,9.62240648066,-41.201325,3.97535686837,-820.25024425,139.14349925,0.415995539022,1.16381436283,0.0,1.0
37,1452.0,5.92357325889,7.11418774961,5.25344978444,0.0117289893137,1.11111111111,-0.485029992105,0.635921111111,-26.1159431482,1.22222222222,-0.118059513064,26.0070266667,-0.850109939527,-135.584288244,-414.537997778,1.18333445673,0.923709682173,0.0,0.0
38,1551.0,11.2817120108,17.0235113366,22.1469120979,0.591829601195,-3.84615384615,-0.839665253561,0.364244084615,7.33725781271,3.92307692308,8.2938648441,-32.9928307692,0.850844326399,-329.196434277,297.010230308,1.29248205132,1.57384397808,0.0,0.0
39,1583.0,7.175255624,-2.27279260695,7.40066646693,-0.0173598792623,-0.666666666667,-1.69339313713,0.283444306667,-4.51832744394,2.2,1.54682235021,4.30987333333,1.52504933874,56.2067870533,-491.993131533,0.9024039103,1.00242584633,0.0,0.0
40,1617.0,13.0077213643,0.86563224021,21.4059269809,0.132392841761,-1.42857142857,3.35621990202,0.220943821429,-3.26916831476,4.21428571429,4.26021513269,-9.94837714286,0.0547909284144,134.342560907,341.459856143,2.70350787718,1.99939786936,0.0,1.0
41,1627.0,8.323299065,5.60984932318,6.9413957807,0.0476708014408,0.0,-0.414813201425,0.33394938,-9.76570598602,1.5,-2.80803225236,-26.69055,3.18589002459,82.40960504,-330.8974945,0.604261703848,1.31201191735,0.0,1.0
42,1647.0,7.117861216,-24.3190875047,8.34096283842,-0.279038239295,-2.0,-0.23865319914,0.46062368,20.064632156,2.4,-1.03410034716,-6.64154,-3.11262534068,701.8553956,421.9711976,1.67239177828,-6.48237338769,0.0,0.0
43,1678.0,4.79147428222,1.00228452644,4.74209469253,0.0761200221385,-1.11111111111,-0.748582431645,0.460688877778,-0.803222846172,1.22222222222,1.82696079714,13.3738633333,-0.599511434372,279.590996667,-534.113003222,1.56642327827,0.829178348502,0.0,1.0
44,1710.0,3.99422575,-54.6718326328,5.00599519049,-0.740910953582,0.0,0.0,-0.0427106666667,-58.3322323728,1.33333333333,10.7678739898,-38.83643,8.16825948934,799.870666333,76.5488993333,0.875723449214,5.64628165635,0.0,1.0
45,1764.0,17.6670825589,29.8120076179,22.3467055982,0.543111900709,-3.33333333333,-1.09764386999,0.899940044444,-17.8622698933,4.66666666667,12.3822371365,-33.5428666667,1.65472750445,-600.622612222,289.342781778,1.16154177931,2.96640472503,0.0,0.0
46,1825.0,5.62061999667,-23.4978331762,8.00998304061,-0.203396682632,-5.0,-2.1402789039,0.3962015,16.3943619257,1.33333333333,-1.2661656351,25.0239366667,0.95368167161,589.532002667,415.295501667,1.46403362977,-4.18764278249,0.0,0.0
47,1866.0,6.52948217333,35.5933597481,11.1369929505,1.27893122193,-3.33333333333,-6.01530688359,0.203549,-8.49066029954,2.66666666667,15.8077470671,-21.9436333333,1.27510090316,286.875328333,407.263661667,1.42441381542,1.12689928052,0.0,0.0
48,1934.0,5.56594880429,-4.91542940344,4.10276229162,-0.0403257797494,0.0,0.0,0.362593714286,11.8187982991,1.0,4.53046989976,-25.2816714286,-2.08740135279,-570.598425429,358.800715857,0.54733722004,1.3314387549,0.0,0.0
49,2021.0,20.5571064058,-11.825272756,35.2529379685,-0.359578179351,1.66666666667,-1.84591554408,0.351300491667,3.6663882958,3.75,-4.45324733047,13.9864633333,-0.0738581092176,168.966408467,-339.2563335,1.57649413823,-0.0561761277615,0.0,0.0
50,2098.0,15.5105092167,15.8613051119,24.29898823,0.260017955891,0.833333333333,-1.46014465704,0.24999795,-1.75153217001,4.5,6.39888060743,-1.31650708333,1.4496724139,-45.983474675,-457.293914833,1.24576156115,0.840889742589,0.0,0.0
51,2101.0,6.78780118,11.368997598,7.57018611866,0.389446503905,4.0,-2.41234015908,0.37834128,52.8884559621,2.2,0.2869616265,81.72154,0.0847565204969,491.2293886,-470.1113952,0.550944115714,0.73016246232,0.0,0.0
52,2138.0,6.998266562,-8.40907357732,9.10546258074,-0.108086778869,-3.33333333333,0.177343024969,0.487671213333,-14.8944119086,2.53333333333,-4.28421874797,13.41561,0.945801844871,114.911433867,269.466128467,1.16156994757,-0.944717263228,0.0,1.0
53,2158.0,6.91216269167,18.7483477247,7.39209953823,0.0967447949472,1.66666666667,-2.57686890628,0.784113666667,2.6455581684,2.0,2.1421320154,23.6363316667,1.38931446401,428.649831167,-500.540827333,1.05713286815,2.45461666173,0.0,0.0
54,2226.0,10.1792978667,-9.2830833982,17.0548501496,-0.2587271258,0.0,-0.541209129011,0.6306998,-10.0458915174,3.2,-0.983876456645,24.8132453333,0.187801251743,37.20696822,-262.214199867,1.38862937972,0.260274763824,0.0,0.0
55,2251.0,9.99411450714,-10.3870080463,10.4381120639,0.125062078771,0.0,-1.61810117661,0.669571885714,16.8670993947,2.71428571429,5.79048129799,-67.8880428571,-0.213722486842,227.694003686,283.981573857,0.748348071648,0.337722024091,0.0,0.0
56,2276.0,8.05422875,0.467469908799,12.1989090513,-0.489869497992,-2.5,9.21305247427,0.8564675,13.6621426807,2.5,-2.95329323472,-34.0008,0.240733839401,672.559242,111.80224975,1.0335785768,-0.632473642204,0.0,0.0
57,2309.0,5.81993425,9.91437742177,6.60839135798,0.131719186329,1.11111111111,-0.193705489158,0.552964033333,2.03896628362,1.66666666667,3.55372382508,22.4537888889,0.51692263242,375.368672667,-576.451456667,1.44804699843,0.252086527667,0.0,0.0
58,2405.0,3.946389562,9.94189921508,4.66914963475,0.0633945240953,4.0,2.85307869337,0.31883048,10.4141175303,1.6,-0.793868816149,-11.7322472,5.2433866494,336.1176742,399.068402,1.01637857331,-0.336117985477,0.0,0.0
59,2421.0,3.8208243225,-6.31428796981,3.36933413492,-0.0548212006097,0.0,0.0,0.65946725,-24.2493421221,0.0,0.0,56.232975,0.0886839632644,-277.740052375,165.77800375,0.794530632278,-0.075772512964,0.0,0.0
60,2460.0,7.16628669,-13.0036343247,7.42400857318,-0.0784337679065,-1.25,0.160979700347,0.4488485,14.3841453009,2.125,-3.49600226646,-34.5872625,-1.77169921029,285.53130245,112.8612261,0.874309573926,-0.912542627107,0.0,1.0
61,2473.0,7.05865882,-6.15520306032,8.03049949698,0.0728912817809,0.0,2.27309411643,0.234192375,11.9542168949,2.375,-2.667190095,-8.01786875,1.24780694518,-219.450472737,463.305248125,1.29905097731,1.83130985122,0.0,0.0
62,2591.0,13.05897855,-19.0719808623,73.9868603303,-2.11966476664,2.5,-12.9843916938,0.47078725,34.3757663495,5.0,-0.527269921007,24.26329825,-2.03778121895,-84.8331252,-847.22500625,1.00740768009,1.10912256579,1.0,1.0
63,2635.0,2.83422688,-4.92034109316,4.15089884168,-0.138717189151,2.5,-2.27222721628,0.77698775,-4.17510905523,1.5,-0.248535773763,-28.15645,2.99399199268,137.29079695,-890.119751,0.92838871608,-0.627867690309,1.0,1.0
64,2802.0,13.4974484311,-14.7907364224,20.5824715652,0.175713628206,-1.11111111111,-2.69461474354,0.467544622222,4.10031062385,3.44444444444,7.54938485517,29.6052055556,0.635956152828,179.806466822,-519.990783778,1.63363716538,-2.56204949114,0.0,1.0
65,2921.0,9.97359904125,-10.1032793521,11.7287074314,-0.146450094388,2.5,0.435643310693,0.5342626375,-5.00778832348,4.125,-2.04654175064,-2.56419375,-0.0788028420909,255.496538988,-39.7838998,2.09028476689,-2.24074910402,0.0,0.0
66,3031.0,6.852375675,1.60981205308,7.7402033495,-0.0140753711428,2.5,-1.09629885258,0.62523175,1.96133705015,1.25,-7.18870976238,13.63588,0.3604688048,463.58675375,-418.9354935,2.05937942887,-0.801632668293,0.0,0.0
67,3149.0,5.35752491667,-3.90670940311,8.43440597501,-0.0775665201692,-1.66666666667,-1.48912341506,0.6604445,-5.36224620427,2.0,0.533891940938,-51.88725,1.57340401856,-373.2975005,-22.9470227567,0.763470360731,0.985349193737,0.0,1.0
68,3182.0,9.53283149571,-3.5110069797,12.6541339363,0.0188057037741,-1.42857142857,0.973528306167,0.512931271429,-28.0477260631,2.28571428571,-2.52494110622,-16.6322557143,0.101780506233,-87.9824719857,309.241429,1.66327140217,0.910506538793,0.0,1.0
69,3209.0,6.00330872333,-12.866450088,8.6009757051,-0.166216677577,6.66666666667,-0.0195659083995,0.350193333333,-24.9955459343,2.33333333333,-0.0391318167989,-7.13903333333,-0.101241026562,-323.417678667,388.147003333,1.32409103543,-2.21251521238,0.0,0.0
70,3314.0,3.62863082,-3.65353080115,4.68945726621,-0.0451378043241,-4.28571428571,1.61358545932,0.610215142857,14.821280286,1.42857142857,-0.27662531852,-10.26701,1.68670570916,234.706711129,-755.444135571,1.09892227173,-0.607353289708,1.0,1.0
71,3373.0,3.932040856,3.11778453532,6.12610788594,0.132145379844,2.0,1.65081661376,0.35193092,-6.61670348911,1.2,-0.457372638195,-14.786034,0.380443447281,-195.808792,-693.9943972,1.44622803195,-0.299468081264,0.0,0.0
72,3386.0,7.1896064,5.7478867692,11.0113999376,0.419392638825,0.0,2.66182937229,0.30784082,-30.5934192614,3.0,8.49724135059,-28.00398,-1.98242445874,228.37728198,687.3496094,1.53172708088,-3.98587207385,0.0,0.0
73,3617.0,13.568411494,5.64477612081,21.2255773826,0.0864721456243,-2.0,-1.84630961684,0.395912,-10.3145888556,1.9,-2.3796026615,17.588697,1.15431990515,-125.4859181,-473.4868988,1.39608359934,-0.0355497206274,0.0,0.0
74,3627.0,3.30061763667,-12.7210193869,2.14994254543,-0.107119453856,0.0,0.0,0.381498333333,0.871232382757,0.333333333333,-2.2842144511,58.4257333333,-5.8605034236,-497.712667,438.165659667,0.850245205687,7.00778054767,0.0,0.0
75,3856.0,4.491711226,4.83429369202,5.79842363861,-0.00743591976541,-2.0,2.50290079504,0.385994,2.4118900133,0.8,2.73357876584,1.371172,-1.03513681034,-744.2834044,188.191997,1.14938371534,3.70626559363,0.0,0.0
76,3929.0,19.5167063889,-17.1582455233,29.8532931765,0.0559977038023,-2.22222222222,2.14591837856,0.278586711111,6.87406332222,5.0,-8.76961329879,-57.1342888889,-0.191555086006,331.027003889,521.92944,0.776541344079,-0.0645757879823,0.0,1.0
77,4003.0,8.007582824,-34.5751795704,20.7704604414,-1.22152223601,2.0,-5.01779134129,0.253644,9.82751633546,3.2,-6.87241818494,-21.59494,-2.99055961671,367.1705964,460.513403,0.930029678208,2.72603415427,0.0,0.0
78,4014.0,5.35752261667,-4.12959950708,5.67901031121,-0.138422170277,1.11111111111,-0.061883670845,0.423103666667,-6.00236902849,0.777777777778,-0.888821418201,34.6982777778,-0.470260989443,-254.959487953,-164.430889667,1.22071365208,1.06640854411,0.0,0.0
79,4027.0,7.4353601725,-12.8479381197,7.57402561107,-0.123118844852,-1.25,0.796468153712,0.480465375,4.06890857111,1.25,-3.05413861857,-28.7636125,-0.0729605142486,514.985631012,346.960502875,1.2670891151,-0.165946183534,0.0,0.0
80,4215.0,14.70209582,-2.46522807401,20.6846445009,-0.0364147265557,-1.0,-0.800312083693,0.7240108,7.06112621667,3.7,5.11743671153,-5.704755,0.314646783385,-26.01327329,289.7079011,1.79173664745,1.70094652237,0.0,0.0
81,4220.0,6.027208288,-6.66863406742,6.03675820423,-0.110635787358,-2.0,0.364845367053,0.4611944,-10.7685288574,1.8,-5.15300766658,-26.062886,-0.185619625275,72.8834014,263.5636016,1.08744073284,1.04484455211,0.0,0.0
82,4228.0,12.2338077088,27.2101734319,15.8866627513,0.359343648137,-5.0,-2.04160849494,0.2375980875,-2.39580052747,2.0,3.80676014957,-20.06529,-0.716762968628,522.375251875,338.55537425,1.63661915322,-2.23562885998,0.0,0.0
83,4266.0,11.93961976,8.54076651732,11.3914002983,0.278795223741,-2.0,3.47481468162,0.2865878,-5.48440867701,2.0,-2.88037288463,53.33188,-0.820993206204,542.5300048,-451.9087952,0.807341638717,0.243165658109,0.0,0.0
84,4412.0,9.43546305,-1.67703916171,15.1905782591,0.0156228588832,2.5,-0.954096275206,0.767672,-30.2764557389,2.25,3.77419005357,12.71237,-0.781679851395,-353.89025125,-378.67150125,1.86698852376,6.16429424268,0.0,0.0
85,4497.0,7.7313384825,-13.557030864,8.82820881846,0.0972768217885,0.0,-1.89632955951,0.19735265,7.93267845656,2.25,-2.94685476871,15.84855,4.53995394045,-185.5007803,240.1447485,0.783996926829,0.862749289511,0.0,1.0
86,4572.0,7.838971645,-40.8675811221,16.0559391718,-0.931526608265,-2.5,2.97825724262,0.551337,6.10428698843,2.5,-15.6438278287,-21.3545,1.04624168271,475.4349995,89.245926025,1.35679344565,-0.0766066189311,0.0,1.0
87,4609.0,27.5529943017,5.71898393174,57.6625723896,0.466417752084,2.5,-0.499017311323,0.232865975,-0.407205811505,7.75,1.96858740573,25.0411791667,-0.504653043194,61.22299825,-379.683664833,1.16072218969,0.328404133327,0.0,0.0
88,4655.0,13.2263895,3.02384906444,17.0515315758,-0.170873179326,-5.0,0.466746353223,0.6206557,-13.8203775983,3.33333333333,-0.391730487541,-50.055,-2.95097331756,-411.95054365,168.526001,0.442121819254,0.236092677383,0.0,0.0
89,4657.0,7.48618769333,42.739708095,7.2539733219,0.404096879802,3.33333333333,-6.02074085695,0.381553333333,-67.3330013658,3.33333333333,18.141673629,-18.9707333333,-3.57532917721,-146.1544966,550.150329667,0.935357623473,0.904377434784,0.0,1.0
90,4658.0,8.71793799,-8.44465703318,10.138104141,-0.0691939330415,2.5,-5.93390742927,0.60292825,-3.16257684248,3.25,3.36555457971,-42.76735,-2.38523830455,514.12849025,487.3742445,1.31942023511,-5.93687861707,0.0,0.0
91,4757.0,9.417536,32.0394221964,28.8772563202,0.90699151619,-2.5,-0.233069313494,0.46981925,-1.60581271087,4.0,15.6218583341,-23.6637775,-1.17448338849,-596.036499,474.095749,1.16384379573,0.732997673306,0.0,1.0
92,4873.0,5.955466122,11.5930690834,4.97883009847,0.0707019681993,2.0,-3.20562754884,0.00830876,-26.3856821152,1.6,6.06728614906,-10.04069,-0.454503389665,255.33093264,320.141394,2.16929792109,2.10361591696,0.0,0.0
93,4895.0,12.1500998,90.9024071677,12.7830668042,1.17964557091,0.0,-16.6042403858,0.012513,-53.1844969043,3.33333333333,34.3319459822,-64.9712,-0.0206457456104,-623.411000333,177.097671667,0.565013787879,-1.31583060308,0.0,0.0
94,4993.0,7.71852778571,-9.54310819356,12.2773399594,-0.0429986170901,2.85714285714,-1.80864981698,0.442770571429,-5.20166819156,2.0,-3.41393311464,54.7089571429,1.28694365914,315.970563571,-485.298575286,0.918120143615,-1.29331457376,0.0,0.0
95,5133.0,3.46206759,-11.8051484168,4.20961856415,-0.127728345705,0.0,0.0,0.581938325,9.86982825248,0.75,-1.12205514404,2.06067,-1.47320435774,534.39515115,-264.47549825,0.968376631176,-0.381326459145,0.0,0.0
96,5144.0,9.66268656667,17.3127844945,8.07373367142,0.358461741363,0.0,0.0,0.0491083333333,13.5313625625,0.666666666667,-11.431201739,56.0608,1.63718373742,-694.883016,378.971659333,0.766050191176,-3.49156684621,0.0,0.0
97,5178.0,6.959998582,-2.2227158945,6.10326420876,0.168739976966,0.0,-1.19320281169,0.4740804,8.05265696357,1.6,7.13824708034,51.286356,-0.453708499767,69.32916052,-542.3646056,0.948212669195,-0.0620962467438,0.0,0.0
98,5183.0,9.75835373545,3.48200839575,12.2257846907,0.000410325129612,0.0,0.120342409383,0.406685090909,-2.69765742972,3.54545454545,-0.843131952439,-24.0450854545,-0.689970021571,85.8312655364,242.327908636,0.921530091837,0.00932019230588,0.0,0.0
99,5196.0,25.6809032727,-11.1816366085,94.1662083852,-0.0409686074308,3.63636363636,-0.848453792805,0.3834713,-4.5314219711,7.27272727273,-6.91132733803,23.5585845455,-0.618939724587,-59.6552607545,-563.505448818,2.31442572675,1.52260059644,0.0,0.0
100,5287.0,8.71794655,1.27127276044,12.4266454893,-0.208991118456,-1.66666666667,0.346245046509,0.462325866667,0.429112156805,2.5,-1.79275301971,8.91219333333,1.63710109387,316.802672333,-587.347330833,1.69166571167,-1.37650043238,0.0,0.0
101,5305.0,17.8185512667,94.6570495732,38.7014692886,3.54635021615,0.0,11.1397964687,0.566133666667,16.5157861534,7.0,61.2065512296,-8.65397633333,-0.682033928002,-695.241333,488.786672,1.92378349787,0.877843371376,0.0,1.0
102,5335.0,7.37258726,-3.55467879156,12.5109190511,0.165218413929,0.0,2.53428441797,0.2432365,-6.00111023175,2.25,-3.41856489813,-27.2876025,-1.13287546953,391.956993,306.22924425,1.26111097538,-0.397406397873,0.0,0.0
103,5428.0,8.39506404333,-62.6096524184,10.8027863213,-1.13811496349,0.0,0.0,0.3104614,-19.300083573,2.66666666667,-0.616878015627,-1.43586,0.764497479421,168.566166667,-544.453002667,1.25425272157,1.00379537667,0.0,0.0
104,5453.0,9.7762839,-1.05990534933,16.8008750053,-0.224373022574,-5.0,1.48007002135,0.6775295,-43.7328019274,3.75,2.29943253567,-58.309425,2.28965290831,-446.6812535,-613.90899675,0.797351940456,3.56124213131,0.0,0.0
105,5559.0,10.0812433375,37.1659233461,14.79759812,0.725562416651,-2.5,-3.48935979298,0.48111175,-27.0130057721,3.0,11.6004055893,18.9304375,-1.32386161396,-41.72617335,-728.8972475,2.16760610479,4.83039144682,0.0,1.0
106,5562.0,21.5809652,17.4362830289,43.7621682649,0.502935144267,-5.38461538462,-0.274146136945,0.451426461538,3.4596626158,8.30769230769,7.39541029347,0.0501146153846,-0.0116142917933,-79.44185106,490.116767308,1.51893635356,-0.23381439627,0.0,0.0
107,5593.0,12.4211530556,4.37959643762,24.6792524773,0.381988152619,-2.22222222222,-1.3562355156,0.189988222222,16.1245190256,3.88888888889,1.19254253952,30.4941666667,-0.0120697142427,120.179934156,-595.773006778,1.19266854077,0.74862535351,0.0,0.0
108,5599.0,8.287424996,4.15123086798,9.89209469579,0.0629903366793,-2.0,-0.802901933342,0.4548748,3.56457052767,2.5,-1.36454036189,-21.115625,1.27835863026,155.7417031,-417.6381959,1.08414073837,0.141147501088,0.0,0.0
