,Track No.,avg_len,len_slope,len_stdev,len_skew,avg_area,area_slope,avg_chirality,area_stdev,area_skew,chirality_slope,avg_decay_index,decay_index_slope,avg_barbs,barb_slope,barb_stdev,barb_skew,avg_tilt,tilt_slope,tilt_stdev,tilt_skew,avg_xcen,avg_ycen,avg_L_to_W,L_to_W_slope,L_to_W_stdev,L_to_W_skew,solar_region,active_region
13,435.0,27696506522.5,135635.191585,19596155234.8,0.14936091467,8473.16047153,0.0402784304792,0.5,6237.10088191,0.0678116497537,5.5226089581e-06,0.330402,6.27906307467e-06,7.5,4.34035881391e-05,5.4083269132,0.530995059634,38.1093225,-8.71557333294e-05,22.9842084505,0.24040926416,-24.504798925,-393.433998,1.32743041792,5.69841332675e-06,0.456386004575,0.919929979233,0.0,0.0
14,454.0,4376912577.5,15716.0552176,2264481734.56,1.07504170657,577.867274967,0.00041040326843,-0.5,115.422181274,0.296740769444,4.57921757771e-06,0.278544725,-1.05407638017e-06,1.25,-3.45531308878e-06,0.433012701892,1.15470053838,-43.8928,0.000286670842408,28.9565456706,0.371873480829,-146.6471691,336.82274625,1.18133416433,3.08592182064e-06,0.312273303927,0.512828082875,0.0,1.0
15,498.0,4143703862.5,14524.2230093,2558233903.19,1.0972153925,478.073376859,0.00175765947576,-0.25,372.951678125,1.13416563914,-2.35195146624e-06,0.3213095,-8.59267109451e-07,1.25,6.72237102744e-08,1.08972473589,0.652023664685,35.7841725,-5.26282466232e-05,48.602411641,-0.0466468070531,412.41600425,361.85250075,0.923962126807,-8.83495434836e-07,0.335424585673,0.125021114352,0.0,1.0
16,543.0,6469691206.67,11329.1407062,3975294987.29,1.41013226395,750.292966635,0.0016294811082,0.5,462.857289652,1.22161928299,-1.8395039098e-07,0.283207066667,-3.94877573883e-07,2.5,3.25133761285e-06,1.25830573921,1.0038561022,-44.1350166667,0.000126307359829,56.686197101,1.70350249078,-294.678692867,265.860336333,0.64614719431,2.9884673778e-08,0.220152516769,0.168137022816,0.0,1.0
17,549.0,12905211977.1,7263.22827646,12850808734.0,0.790036520194,1702.5136193,-4.12351836569e-07,-0.142857142857,2012.2062108,1.03178631812,5.12015349311e-07,0.352718285714,2.74980367742e-07,4.14285714286,1.6519535072e-06,3.8703477669,0.823097962232,-46.2513271429,-4.63293226184e-05,33.0474439608,0.278849804251,-610.881147143,485.523429,1.13160102723,-9.095980974e-07,0.752072529881,1.4621893143,0.0,1.0
18,582.0,8036277060.0,40939.6773427,2723754601.33,-0.284311397683,2120.36427405,0.00971668918567,0.0,809.991112293,-0.390398278152,0.0,0.85341625,1.48971196903e-05,2.5,1.64933624526e-05,1.80277563773,0.0,-25.2715,0.000137632128325,8.74043103142,-0.127732876665,197.7784956,465.00225075,1.44068290518,2.70706424669e-06,0.136410723783,-0.587241460303,0.0,0.0
19,583.0,5223592764.0,22244.6224425,2311467795.47,0.765817803822,529.296872145,9.96494635498e-05,0.0,152.66418854,-0.190307673804,0.0,0.590563,-1.44004569659e-06,0.8,6.37234274311e-06,1.16619037897,1.15004933566,-55.3458,-0.000630816501545,58.2817917701,1.48178036931,-596.6401916,547.8521974,0.497015415401,-1.67110696152e-06,0.1645101326,0.346248062722,0.0,1.0
20,623.0,8125968832.5,-23632.1293636,2985007007.08,-0.69332938184,1176.59445897,-0.00507209031087,-0.5,627.106537791,0.423028205312,5.35144936174e-06,0.42301925,-1.91798758169e-06,3.25,-2.31890298554e-05,2.27760839479,0.833150407151,-14.916935,-6.19835556698e-05,7.84953558966,-0.799745575185,-32.611248,81.21774865,2.30290404242,-5.63014659829e-06,0.661437434826,-0.50514318019,0.0,0.0
21,634.0,7785146120.0,72210.9349879,4702518113.67,0.27173158464,1174.89677771,0.0145864670186,-0.25,940.9504921,0.642153083361,-3.87904939824e-07,0.854737,-1.88647373551e-06,3.75,4.92509496499e-05,3.34477204006,0.0977093920134,-33.30609425,0.000489692654545,37.3098266989,-0.179573191584,-638.4877545,562.00750725,0.960781535434,4.07307293842e-06,0.260596337857,0.756216528221,0.0,0.0
22,874.0,24467636750.0,26860.265518,3289297941.71,-1.11983266493,3402.42866063,0.000632471304709,0.25,699.852587721,0.598402133988,1.09557988313e-06,0.7000165,1.34943984284e-07,3.0,9.25903183273e-06,1.22474487139,0.816496580928,-38.476125,-0.000225682612446,72.8231962265,1.14748939432,-665.04826375,-244.085247,0.663698969812,5.54764774105e-07,0.0607792042161,-0.73079335068,0.0,0.0
23,953.0,6983920468.33,5523.96518566,5435489550.39,1.58920387428,819.608690922,0.000722615784168,-0.333333333333,435.831285421,1.28679625007,4.83731494428e-07,0.188815666667,8.39619128401e-07,2.5,2.38829045537e-06,0.763762615826,-1.1222634355,10.9895983333,-9.67847128587e-07,35.8747432588,0.431828698226,-338.651643662,316.390670833,1.23231142432,-1.08283901066e-06,0.256099721235,0.235851818884,0.0,1.0
24,1000.0,7548362240.0,-7934.63246986,3511439800.04,0.247971655857,560.06030692,-0.000576863709339,-0.2,324.469406561,0.290287847813,-2.36451958708e-06,0.16162186,1.83525572574e-06,1.6,1.81855280167e-06,0.489897948557,-0.408248290464,-9.050568,-0.000153444803844,21.5324264477,0.989068679604,-550.3366028,344.584198,1.53340961176,9.51893185544e-07,0.356852582622,1.11502791976,0.0,1.0
25,1001.0,7663181230.0,4987.91829251,4043035217.74,0.0140338264393,720.701305523,0.00128541744689,-0.2,344.205309094,-0.498676878982,5.29053498557e-07,0.413338,-2.05101199121e-07,1.6,4.67815832281e-06,1.01980390272,-0.271545417884,-40.52245742,-0.000102351520475,28.474245529,-0.421741743758,80.001490508,-170.2601988,1.10937140523,-4.73351786285e-07,0.194394537501,0.920526712872,0.0,0.0
26,1028.0,4907878864.0,562.520558595,1389559599.94,0.0937256356856,375.536960121,-1.85721073303e-05,0.0,103.964110486,-0.887584898851,0.0,0.3711622,-6.88235013296e-07,1.2,-5.12672803301e-06,0.748331477355,-0.343621596745,-9.94892,-0.000153385612195,17.6635610116,0.321140367757,-198.34167998,443.4574036,1.72559483791,-1.06232754481e-06,0.227097383025,-1.16627636664,0.0,1.0
27,1112.0,5507009675.0,-11128.857527,848039672.024,0.0133452905429,532.156238648,0.000614596313073,0.5,154.605434846,-0.756687771126,1.07744946145e-06,0.490488,-4.30964662622e-06,1.75,-3.50465194311e-06,0.829156197589,0.493382200218,38.6705,0.00083650342076,73.1771614463,-1.14729787073,-439.13399875,148.40900025,0.649670941331,6.55871979606e-07,0.0543038138362,-0.319822988826,0.0,0.0
28,1115.0,10045362825.0,-8478.37534827,2637578991.74,0.121243682836,1337.48965789,-0.000653410772761,0.25,316.320943178,0.439088933568,-1.64790278801e-06,0.4171429625,-1.02424687951e-06,2.625,1.66125742408e-06,0.85695682505,-0.391042317633,40.00765,-4.44658624718e-05,53.9451895807,-1.34974279053,-504.842257862,-228.1919995,0.822593732822,2.622386394e-06,0.402538100616,0.668396542544,0.0,1.0
29,1156.0,5524950657.5,-12553.6764058,3372379893.99,0.954933834099,1067.30613653,-0.00170188824815,0.5,667.292476929,0.696006681564,-2.18913183332e-06,0.405349175,-1.37852319522e-06,1.0,3.43514191974e-22,0.0,0.0,10.41487,-0.000160251841717,24.8336698026,-0.666255924314,-271.77825175,-808.898987,1.47546732242,-2.11486042145e-06,0.610554733836,1.08977180493,1.0,1.0
