,Track No.,fi_length_avg,length_slp,fi_area_avg,area_slp,fi_chiral_avg,chiral_slp,fi_tilt_avg,tilt_slp
0,64.0,19100537040.0,-20851.52345841518,4899.559437484347,-0.017645108007955924,0.4,-0.259381526269058,46.965340000000005,-3.1101269875539064
1,78.0,9040829943.333334,19070.132868390803,1100.649603764963,0.0013711787902549598,-0.3333333333333333,-0.83662214497155,-33.939233333333334,0.3169389074491368
2,98.0,6642232398.571428,5826.291101835681,1461.183990359442,-5.126861110938659e-05,0.2857142857142857,0.8644587175940648,2.343557142857144,-1.3300156248663468
3,106.0,10475870952.222221,19895.431452049863,1288.497092939838,0.0038029480108420035,0.2222222222222222,0.8323289153505948,-21.837421111111112,0.6710297457880947
4,135.0,4836125282.0,-14971.593713750299,353.24768481408125,-0.0012939377877872963,-0.2,2.301987152250711,-37.236174,0.481864411689995
5,146.0,9495253248.333334,24943.182973460753,3447.893839967753,0.018925388003734087,0.3333333333333333,-2.5714655409062077,6.260461666666668,0.3386543789153607
6,161.0,5697149798.0,15594.93256378649,527.5598189512637,0.0010770986001525948,-0.2,-2.691308260307501,50.409679999999994,0.05958103905375718
7,166.0,7964539650.0,18237.931024231395,981.7742096637921,0.00549690136129655,0.2,6.360582587992532,-8.276810000000001,-0.15228346385106856
8,216.0,12140531000.0,31422.253156225415,3226.1442256473965,0.01010417314560765,-0.4,-2.1771813954935433,37.4613,2.1089019735706915
9,354.0,6916942738.0,-6503.984885566748,1072.2140559788932,-0.0003570053106085838,0.0,0.9268385066698901,-18.882150000000003,0.26134767875203796
10,361.0,6945656666.0,7538.169514256623,1626.1769992124262,0.002323377234381855,0.0,-1.6725136702708945,-4.314336,-0.7575405398111088
11,362.0,11336907340.0,26369.853210107096,1367.7037370650762,0.0005358250587761361,-0.2,7.996767995472204,-30.54919,3.028245680686115
12,366.0,6273223975.714286,-6747.278319279831,1171.065212136855,-0.002958644553181062,0.42857142857142855,2.3710755833972224,42.35111428571428,2.4545384673183057
13,413.0,6421863290.0,20190.950776361067,1055.7639067424245,-0.0020429514769723938,0.0,-6.107538421550914,43.2015075,-0.15797999249962924
14,414.0,14436622712.0,-2441.7685893375387,3580.7763687435518,-0.0008710605142851276,0.2,-0.11820137066095258,28.639628,-0.632230940715252
15,491.0,3444123521.6666665,4201.50750962158,627.9739152326251,0.0007832900503014057,0.3333333333333333,-2.69547721930337,-38.31868333333333,-0.8464935723279824
16,553.0,7318767177.5,27965.46899943682,674.3288687477029,0.0015542278889373031,0.125,1.7049342379318912,-63.89732500000001,-2.742615662169497
17,573.0,6211716490.0,6278.39471684793,916.3554342160581,0.00032232214076734266,0.14285714285714285,2.3157150757656915,-12.010075714285716,0.3019806122892059
18,575.0,5051388366.0,4919.461684974365,389.7656425376846,0.0006232315032944654,0.2,-1.2443842369986036,35.162638,1.4369289869622566
19,592.0,4950925150.0,-4180.669282405823,763.9283899870669,0.0007269110588559766,0.2,3.9596159739131096,-5.949360000000003,3.3182265328837732
20,622.0,3630679858.0,3577.972420912938,421.2028060456349,5.50385314542048e-05,-0.2,1.3917833284211247,31.259579999999993,-0.12816939255244628
21,743.0,20291629460.0,27644.473390892283,7100.514416105946,0.01479926083766405,0.8,0.8700450782341501,16.80132,0.6659026493827445
22,879.0,9112567998.0,49264.50010412898,1137.3535337873157,0.007461350213670312,-0.2,-3.183727169729172,20.276820000000004,-0.18039952758596262
23,894.0,7797107080.0,12867.431311012218,998.2282092967795,0.0037841111418352056,-0.16666666666666666,1.8953718277184082,-9.669799999999999,-0.2849788667958152
24,901.0,2547217407.5,1103.13515975794,216.61229745873982,0.00010325179784833264,0.0,0.0,-14.058175000000002,-5.34744285738457
25,959.0,12905206271.428572,2310.348225282627,2782.0501128928368,-0.0009521278660802651,-0.2857142857142857,-0.6577654800049115,-15.933742857142859,-0.010403969260483715
26,978.0,14379234960.0,7457.847936724342,2711.650382796769,0.0012458105187025117,-0.2,-0.6959777515724859,67.35532,-0.7141666900934679
27,983.0,6834431097.5,35465.09222853583,1149.4482799999637,0.006039737705555637,-0.25,-2.2672366478413446,-26.222045,4.9188958773021065
28,1025.0,10176907625.0,4684.290248581753,976.5187384365173,0.0020203039277158666,0.16666666666666666,-0.08687490665929287,0.7095666666666632,4.324537573306681
29,1026.0,8637204221.25,14053.229513888136,1226.1623874096736,0.0014469011688415976,0.25,-3.4716198007308066,-9.26970625,0.6030582871874139
30,1058.0,6529486915.0,-3048.5153229590464,540.433793353205,-0.00022186810972115857,-0.16666666666666666,-0.43301777591131746,-18.862250000000003,0.03788186337754305
31,1063.0,15833396733.333334,5632.446911083199,3896.5509624971487,-0.00039982167470806754,0.16666666666666666,2.3880386388554307,-10.07266,-0.6624993996437049
32,1078.0,5118359640.0,16848.901610508205,372.36354618225386,0.0009578346037227494,-0.16666666666666666,1.7648748101839424,-15.435821666666667,1.602266478250877
33,1092.0,4771540536.666667,-2004.1666054295936,835.8516246563082,-0.0005379294647968397,0.3333333333333333,3.005926559833378,-5.70925,0.7194880629074067
34,1157.0,10168362217.142857,-4713.22143674006,849.228332779144,-0.000623093306749813,0.0,-0.7570845547278422,21.31952857142857,-0.8879988339423771
